City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Missoula,US,47.0166,-113.8009,27.0,80,90,3.44,overcast clouds
694,Plettenberg Bay,ZA,-34.0527,23.3716,69.62,69,64,11.12,broken clouds
695,Nizhniy Baskunchak,RU,48.2198,46.8311,31.62,96,90,10.31,overcast clouds
696,Yulara,AU,-25.2406,130.9889,71.6,100,75,14.97,broken clouds
697,Causapscal,CA,48.3542,-67.227,18.0,65,48,13.09,scattered clouds
698,Kargopol,RU,61.5071,38.9456,33.37,98,100,7.76,light snow
699,Kirakira,SB,-10.4544,161.9205,79.79,76,94,6.2,overcast clouds
700,Havelock,US,34.8791,-76.9013,50.0,34,1,19.57,clear sky
701,Kainantu,PG,-6.2887,145.8655,59.83,95,100,3.27,overcast clouds
702,Buraydah,SA,26.326,43.975,53.6,32,40,6.91,scattered clouds
703,Wattegama,LK,6.7989,81.4808,77.0,94,1,10.36,clear sky
704,Paamiut,GL,61.994,-49.6678,22.08,81,0,6.87,clear sky
705,Igboho,NG,8.8333,3.75,84.45,14,77,4.36,broken clouds
706,Kempele,FI,64.9131,25.5034,24.8,93,90,10.36,snow
707,Aswan,EG,24.0934,32.907,64.74,27,0,10.63,clear sky
708,Moorhead,US,46.8739,-96.7676,23.0,93,90,16.11,snow
709,Evensk,RU,61.95,159.2333,-11.04,85,100,8.5,overcast clouds
710,Lakes Entrance,AU,-37.8811,147.981,60.01,93,16,5.91,few clouds
711,Quelimane,MZ,-17.8786,36.8883,82.4,74,75,9.22,broken clouds
712,Bogense,DK,55.5669,10.0886,37.99,93,100,9.22,overcast clouds
713,Saint-Augustin,CA,51.226,-58.6502,34.47,97,100,9.64,light rain
714,Susehri,TR,40.1644,38.0867,21.04,81,2,3.31,clear sky
715,Urambo,TZ,-5.0667,32.05,65.95,88,100,2.55,overcast clouds
716,Mendoza,AR,-32.8908,-68.8272,95.0,24,0,8.05,clear sky
717,Honningsvag,NO,70.9821,25.9704,22.89,92,100,36.08,overcast clouds
718,Tabou,CI,4.423,-7.3528,80.46,81,16,8.97,few clouds
719,Narsaq,GL,60.9167,-46.05,28.4,34,1,20.71,clear sky
720,Hobyo,SO,5.3505,48.5268,77.02,72,21,21.45,few clouds
721,Whitehorse,CA,60.7161,-135.0538,5.0,85,75,9.22,light snow
722,Ostrovnoy,RU,68.0531,39.5131,5.56,94,100,20.92,light snow
723,Kiunga,PG,-6.1219,141.2906,70.95,98,100,2.98,moderate rain
724,Dwarka,IN,22.2394,68.9678,68.97,74,0,12.12,clear sky
725,Mira,IT,45.4358,12.1348,43.0,100,75,5.75,broken clouds
